"Mo","Nb","Ta","V","W","sph_1","sph_2","sph_3","sph_4","alloy_cnt","m_log_max_strain","m_bc_1","m_bc_2","m_bc_3","m_bc_4","var_log_max_strain","var_bc_1","var_bc_2","var_bc_3","var_bc_4"
0,0.2,0,0,0.8,1.5707963267949,1.10714871779409,1.5707963267949,1.5707963267949,96,-0.162066222990411,1.0967076640154,1.06595156000182,-0.793579400861462,-0.317740985480875,0.00122005282087547,0.000479704679274972,0.000336581906714596,0.00038184453377089,1.51550247845729e-05
0,0.1,0.9,0,0,1.5707963267949,1.24904577239825,0,0,97,2.60444490540893,0.120684924312044,0.877125790771341,3.94965029667509,4.21315309976842,0.0031966088671484,0.00275547543845567,0.00884153276779476,0.0266466260109693,0.0196260009557198
0,0.1,0,0.9,0,1.5707963267949,1.24904577239825,1.5707963267949,0,98,-1.59983103364124,-1.21861121526607,-1.32872931405584,-0.0134469801106589,-0.785632419758906,0.0181949361052293,0.00106204026360404,0.000673071317937644,0.00188060289376502,0.00018580814094894
0,0.1,0,0,0.9,1.5707963267949,1.24904577239825,1.5707963267949,1.5707963267949,99,-0.089628548948474,1.50268041883071,1.48640159718236,-0.886906825876282,-0.141060979432328,0.000287475888835945,0.000147287635238555,0.000133314308083422,2.49705797879712e-05,0.000227220528393432
0,0,0.9,0.1,0,1.5707963267949,1.5707963267949,0.321750554396642,0,101,1.79937529319023,-0.545712294513074,-0.0375806603466761,2.54605893565356,1.61726196992808,0.0242893622029986,0.0102298345183116,0.0273039778504139,0.0495815544646555,0.020238101819094
0,0,0.9,0,0.1,1.5707963267949,1.5707963267949,0.321750554396642,1.5707963267949,102,1.64075979777976,-0.301774897114131,0.0562291813919329,2.04547090290281,2.03172047557719,0.0131770630675302,0.00567928521287151,0.0141408149603867,0.0285504557499627,0.0291515220146753
0,0,0.8,0.2,0,1.5707963267949,1.5707963267949,0.463647609000806,0,103,1.09897453894206,-0.920584639785237,-0.556273179143708,1.85938852364246,0.447283813851158,0.0143253123507837,0.00363501610703302,0.00836115734994867,0.00803095192893892,0.000597927971504475
0,0,0.7,0.3,0,1.5707963267949,1.5707963267949,0.579639740363704,0,105,0.362510759122778,-1.23382743459403,-0.940441143067326,1.49654994838448,-0.124099709416881,0.00657830728210301,0.00113895992735372,0.0021827371670835,0.00103385530144778,3.94205975144962e-05
0,0,0.6,0.4,0,1.5707963267949,1.5707963267949,0.684719203002283,0,107,-0.172110033901436,-1.36106318469226,-1.10477837647111,1.32785033459429,-0.442925799396438,0.00262255054524258,0.000384140076343688,0.000706149340123192,0.000147542738825217,0.000187094507418608
0,0,0.6,0,0.4,1.5707963267949,1.5707963267949,0.684719203002283,1.5707963267949,108,0.483827357799755,0.0627690045110698,0.180536716267684,0.545461570856817,0.207572438270671,0.000228775014942336,6.4488679776956e-05,0.000101005208261544,1.82611909996386e-05,8.64358745353009e-06
